"","song","album","year","url","lyrics"
"236","Watch That Man","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/watchthatman.html","

Shakey threw a party 
that lasted all night
Everybody drank a lot of something nice
There was an old fashioned band 
of married men
Looking up to me 
for encouragement 
- it was so-so

The ladies looked bad 
but the music was sad
No one took their eyes off Lorraine
She shimmered and she strolled like a Chicago moll
Her feathers looked better and better 
- it was so-so

Yea! it was time to unfreeze
When the Reverend Alabaster danced on his knees
Slam! so it wasn't a game
Cracking all the mirrors in shame

[CHORUS]
Watch that man!3 Oh honey, watch that man
He talks like a jerk but he could eat you with a fork and 
spoon
Watch that man! Oh honey, watch that man
He walks like a jerk
But he's only taking care of the room
Must be in tune

A Benny Goodman 1fan painted holes in his hands
So Shakey hung him up to dry
The pundits3were joking 
the manholes were smoking
And every bottle battled
with the reason why

The girl on the phone wouldn't leave me alone
A throw back from someone's LP
A lemon in a bag played 
the Tiger Rag3 
And the bodies on the screen stopped bleeding

Yeah! I was shaking like a leaf
For I couldn't understand the conversation
Yeah! I ran to the street, looking for information

[CHORUS]

Watch that man [repeat ad inf.]
"
"237","Rosalyn","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/rosalyn.html","

Hey Rosalyn, tell me where you've been
Hey Rosalyn, tell me where you've been
All the night and all the day
Hide and seek's the game you play
Treat me as sure as sin

Oh Rosalyn, yeah Rosalyn

[VERSE]
Hey Rosalyn, you're the girl for me
Hey Rosalyn, you're the girl for me
When I'm holding you so tight
It's so hard to say goodnight
It's you that I love now can't you see?

[CHORUS]
Do you really love me, do you love me true
Do you really love me Rosalyn?
Yeah gotta know, yeah gotta know
Yeah gotta know Rosalyn

[VERSE]

[CHORUS]

Yeah gotta know, yeah gotta know
Yeah gotta know Rosalyn
Rosalyn
Yeah Rosalyn, Rosalyn, Rosalyn, Rosalyn, ooh-yeah, ah
"
"238","Sorrow","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/sorrow.html","

With your long blonde hair
and your eyes of blue
The only thing I ever got from you 
was sorrow
Sorrow
You acted funny trying 
to spend my money

You're out there playing your high class games of sorrow
Sorrow

You never do what you know you oughta
Something tells me
you're a Devil's daughter
Sorrow, sorrow
Ahhhh, ah, ahhhh

I tried to find her
'Cause I can't resist her 
(I tried to find her)
I never knew just how much I missed her
Sorrow
Sorrow

With your long blonde hair and your eyes of blue
The only thing I ever got from you was sorrow
Sorrow
Oh-oh-oh-oh
Oh-oh-oh, oh-oh

With your long blonde hair
I couldn't sleep last night
With your long blonde hair
"
"239","Stay","Station To Station","1976","http://www.azlyrics.com/lyrics/davidbowie/stay.html","

This week dragged past me 
so slowly
The days fell on their knees
Maybe I'll take something to help me
Hope someone takes after me
I guess there's always some change in the weather
This time I know we could 
get it together
If I did casually mention tonight
That would be crazy tonight

[CHORUS]
Stay - that's what I meant to say or do something
But what I never say is
stay this time
I really meant to so bad this time
'Cause you can never really tell 
When somebody wants something you want too

Heart wrecker, heart wrecker, 
make me delight
Right is so vague when it brings someone new
This time tomorrow I'll know what to do
I know it's happened to you

Stay - that's what I meant to say or do something
But what I never say is 
stay this time
I really meant to so bad this time
'Cause you can never really tell 
When somebody 
Wants something or wants to stay 

[CHORUS]
"
"240","Anyway, Anyhow, Anywhere","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/anywayanyhowanywhere.html","

[CHORUS]
I can go anyway 
(way I choose)
I can live anyhow 
(win or lose)
I can go anywhere 
(for something new)
Anyway, anyhow, anywhere I choose

I can do anything 
(right or wrong)
I can talk anyhow 
(and get along)
I don't care anyway 
(I never lose)
Anyway, anyhow, anywhere I choose

Nothing gets in my way
Not even locked doors
Don't follow the lines
that been laid before
I get along anyway I care
Anyway, anyhow, anywhere

[CHORUS]

Anyway, anyway I choose
I wanna go
Do it myself, do it myself, 
Anyway, anyway I choose
"
"241","1984","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/1984.html","

Someday they won't let you, so now you must agree
The times they are a-telling, 
and the changing isn't free
You've read it in the tea leaves, and the tracks are on TV
Beware the savage jaw 
Of 1984

They'll split your pretty cranium, and fill it full of air
And tell that you're eighty, but brother, you won't care
You'll be shooting up on anything, tomorrow's neverthere
Beware the savage jaw 
Of 1984

[CHORUS]
Come see, come see, remember me?

We played out an all night movie role

You said it would last, but I guess we enrolled

In 1984 (who could ask for more)
1984 (who could ask for mor-or-or-or-ore)
(Mor-or-or-or-ore)

I'm looking for a vehicle, I'm looking for a ride
I'm looking for a party, I'm looking for a side

I'm looking for the treason that I knew in '65

Beware the savage jaw 
Of 1984

[CHORUS]

1984 [ad lib]
"
"242","Cracked Actor","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/crackedactor.html","

I've come on a few years from my Hollywood Highs
The best of the last, the cleanest star they ever had

I'm stiff on my legend, 
the films that I made
Forget that I'm fifty 
cause you just got paid

[CHORUS]
Crack, baby, crack, 
show me you're real
Smack, baby, smack, is that all that you feel
Suck, baby, suck,
give me your head
Before you start professing 
that you're knocking me dead

You caught yourself a trick down 
on Sunset and Vine
But since he pinned you baby
you're a porcupine

You sold me illusions for a sack full of cheques
You've made a bad connection 'cause I just want your sex

[CHORUS]
"
"243","I Can\'t Explain","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/icantexplain.html","

New feeling inside
It's a hot certain kind
I feel hot and cold
Down in my soul, baby

I can't explain
Going out of my mind
Dizzy in the head, and I'm feeling blue
Things you say well maybe they're true
I get funny dreams again and again
Knows what it means, but

Can't explain
I think it's love
Say it to you
When I feel blue

I can't explain, no, I can't explain

You know I can't explain
I'm going out of my mind
Well I'm a worried guy
But I can't explain
"
"244","The Prettiest Star","Aladdin Sane","1973","http://www.azlyrics.com/lyrics/davidbowie/theprettieststar.html","

Cold fire, you've got everything 
but cold fire
You will be my rest and peace child
I moved up to take a place near you

So tired, it's the sky that makes you feel tired
It's a trick to make you see wide
It can all but break your heart in pieces

[CHORUS]
Staying back in your memory
Are the movies in the past
How you moved is all it takes
To sing a song of when I loved
The Prettiest Star

One day though it might 
as well be someday
You and I will rise up all the way
All because of what you are
The Prettiest Star

[CHORUS]

One day though it might
as well be someday
You and I will rise up all the way
All because of what you are
The Prettiest Star
"
"245","Across The Universe","Young Americans","1975","http://www.azlyrics.com/lyrics/davidbowie/acrosstheuniverse.html","

[Written by John Lennon & Paul McCartney]
[Originally performed by The Beatles in the album ""Let It Be""]

Words are flowing out like endless rain into a paper cup 
They slither wildly as they slip away
Across the universe
Pools of sorrow, waves of joy are drifting through my opened mind
Possessing and caressing me

[CHORUS (twice)]
Nothing's gonna change my world
Nothing's gonna change my world
Images of broken light which dance before me like a 
Million eyes
They call me on and on 
Across the universe
Thoughts meander like the restless wind inside a letter box
They tumble blindly as they make their way
Across the universe

[CHORUS 1 (twice)]

Sounds of laughter, shades of life are ringing through my 
open ears
Inciting and inviting me
Limitless undying love, which shines around me like a million suns
It calls me on and on and on
Across the universe

[CHORUS (twice)]
"
"246","Diamond Dogs","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/diamonddogs.html","

As they pulled you out of the oxygen tent
You asked for the latest party

With your silicone hump and your ten inch stump
Dressed like a priest you was
Todd Browning's freak you was

Crawling down the alley on your hands and knee
I'm sure you're not protected, for it's plain to see
The Diamond Dogs are poachers and they hide behind trees
Hunt you to the ground they will,
mannequins with kill appeal

[CHORUS]
(Will they come?) I'll keep a friend serene
(Will they come?) Oh baby, come unto me
(Will they come?)
Well, she's come, been and gone.

Come out of the garden, baby
You'll catch your death in the fog
Young girl, they call them the Diamond Dogs

The Halloween Jack is a real cool cat
And he lives on top of Manhattan Chase

The elevator's broke, so he slides down a rope
Onto the street below, oh Tarzie, go man go

Meet his little hussy with his ghost town approach
Her face is sans feature, but she wears a Dali brooch
Sweetly reminiscent, something mother used to bake

Wrecked up and paralyzed, Diamond Dogs are sableized

[CHORUS]

In the year of the scavenger, the season of the bitch
Sashay on the boardwalk, scurry to the Ditch
Just another future song, lonely little kitsch
(There's gonna be sorrow) try and wake up tomorrow

[CHORUS]

Ooh, call them the Diamond Dogs [x2]
Bow-wow, woof woof, bow-wow, wow
Call them the Diamond Dogs [ad lib]

Keep cool - Diamond Dogs rule, OK
Beware of the Diamond Dogs [repeat]
"
"247","Where Have All The Good Times Gone","Pin Ups","1973","http://www.azlyrics.com/lyrics/davidbowie/wherehaveallthegoodtimesgone.html","

In my life I've never stopped 
to worry about a thing
Opened up and shouted out 
and never tried to see
Wondering if I'd done wrong
Will this depression last for long

[CHORUS]
Won't you tell me
Where have all the good times gone
Where have all the good times gone
Where have all the good times gone

Once we had an easy ride 
and always felt the same
Time was on our side 
and I had everything to gain
Let it be like yesterday
Please let me have happy days

Ma and Pa looked back on all the things they used to do
Didn't have no money and they always told the truth
Daddy didn't have no toys
And Mummy didn't need no boys

[CHORUS]

Yesterday was such an easy game for you to play
But let's face it things are so much easier today
Guess you need some bringing down
Get your feet back on the ground

[CHORUS]
"
"248","We Are The Dead","Diamond Dogs","1974","http://www.azlyrics.com/lyrics/davidbowie/wearethedead.html","

Something kind of hit me today
I looked at you and wondered if you saw things my way

People will hold us to blame
It hit me today, it hit me today

We're taking it hard all the time
Why don't we pass it by?
Just reply, you've changed your mind
We're fighting with the eyes of the blind
Taking it hard, taking it hard

Yet now
We feel that we are papers, choking on you nightly
They tell me ""Son, we want you, be elusive, but don't walk far""
For we're breaking in the new boys, deceive your next of kin
For you're dancing where the dogs decay, defecating ecstasy
You're just an ally of the leecher
Locator for the virgin King, but I love you in your fuck-me pumps
And your nimble dress that trails
Oh, dress yourself, my urchin one, for I hear them on the rails
Because of all we've seen, because of all we've said
We are the dead

One thing kind of touched me today

I looked at you and counted all the times we had laid
Pressing our love through the night

Knowing it's right, knowing it's right

Now I'm hoping some one will care
Living on the breath of a hope to be shared

Trusting on the sons of our love
That someone will care, someone will care

But now
We're today's scrambled creatures, locked in tomorrow's double feature
Heaven's on the pillow, its silence competes with hell
It's a twenty-four hour service, guaranteed to make you tell

And the streets are full of press men
Bent on getting hung and buried
And the legendary curtains are drawn 'round Baby Bankrupt
Who sucks you while you're sleeping
It's the theater of financiers
Count them, fifty 'round a table
White and dressed to kill

Oh caress yourself, my juicy
For my hands have all but withered
Oh dress yourself my urchin one, for I hear them on the stairs
Because of all we've seen, because of all we've said

We are the dead
We are the dead
We are the dead
"
